description,seriesId,economy,country,period,value,year
"population, total",SP.POP.TOTL,NZL,New Zealand,YR2001,3880500.0,2001
"population, total",SP.POP.TOTL,NCL,New Caledonia,YR2001,217324.0,2001
"population, total",SP.POP.TOTL,NLD,Netherlands,YR2001,16046180.0,2001
"population, total",SP.POP.TOTL,NPL,Nepal,YR2001,24347113.0,2001
"population, total",SP.POP.TOTL,NRU,Nauru,YR2001,10219.0,2001
"population, total",SP.POP.TOTL,NAM,Namibia,YR2001,1823667.0,2001
"population, total",SP.POP.TOTL,MMR,Myanmar,YR2001,47225119.0,2001
"population, total",SP.POP.TOTL,MOZ,Mozambique,YR2001,18221884.0,2001
"population, total",SP.POP.TOTL,MAR,Morocco,YR2001,29126323.0,2001
"population, total",SP.POP.TOTL,MNE,Montenegro,YR2001,607389.0,2001
"population, total",SP.POP.TOTL,MNG,Mongolia,YR2001,2419594.0,2001
"population, total",SP.POP.TOTL,MCO,Monaco,YR2001,32474.0,2001
"population, total",SP.POP.TOTL,MDA,Moldova,YR2001,2917252.0,2001
"population, total",SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",YR2001,107170.0,2001
"population, total",SP.POP.TOTL,MEX,Mexico,YR2001,100298152.0,2001
"population, total",SP.POP.TOTL,MUS,Mauritius,YR2001,1196287.0,2001
"population, total",SP.POP.TOTL,MRT,Mauritania,YR2001,2702405.0,2001
"population, total",SP.POP.TOTL,MHL,Marshall Islands,YR2001,51411.0,2001
"population, total",SP.POP.TOTL,MLT,Malta,YR2001,393028.0,2001
"population, total",SP.POP.TOTL,MLI,Mali,YR2001,11271603.0,2001
"population, total",SP.POP.TOTL,MDV,Maldives,YR2001,286309.0,2001
"population, total",SP.POP.TOTL,MYS,Malaysia,YR2001,23709115.0,2001
"population, total",SP.POP.TOTL,MWI,Malawi,YR2001,11432001.0,2001
"population, total",SP.POP.TOTL,MDG,Madagascar,YR2001,16260933.0,2001
"population, total",SP.POP.TOTL,MAC,"Macao SAR, China",YR2001,437928.0,2001
"population, total",SP.POP.TOTL,LUX,Luxembourg,YR2001,441525.0,2001
"population, total",SP.POP.TOTL,LTU,Lithuania,YR2001,3470818.0,2001
"population, total",SP.POP.TOTL,LIE,Liechtenstein,YR2001,33543.0,2001
"population, total",SP.POP.TOTL,LBY,Libya,YR2001,5443249.0,2001
"population, total",SP.POP.TOTL,LBR,Liberia,YR2001,2953928.0,2001
"population, total",SP.POP.TOTL,LSO,Lesotho,YR2001,2035738.0,2001
"population, total",SP.POP.TOTL,LBN,Lebanon,YR2001,3990999.0,2001
"population, total",SP.POP.TOTL,LVA,Latvia,YR2001,2337170.0,2001
"population, total",SP.POP.TOTL,LAO,Lao PDR,YR2001,5409584.0,2001
"population, total",SP.POP.TOTL,KGZ,Kyrgyz Republic,YR2001,4945100.0,2001
"population, total",SP.POP.TOTL,KWT,Kuwait,YR2001,2103273.0,2001
"population, total",SP.POP.TOTL,XKX,Kosovo,YR2001,1701154.0,2001
"population, total",SP.POP.TOTL,KOR,"Korea, Rep.",YR2001,47370164.0,2001
"population, total",SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",YR2001,23132982.0,2001
"population, total",SP.POP.TOTL,KIR,Kiribati,YR2001,85844.0,2001
"population, total",SP.POP.TOTL,KEN,Kenya,YR2001,32848569.0,2001
"population, total",SP.POP.TOTL,KAZ,Kazakhstan,YR2001,14858335.0,2001
"population, total",SP.POP.TOTL,JOR,Jordan,YR2001,5217328.0,2001
"population, total",SP.POP.TOTL,JPN,Japan,YR2001,127149000.0,2001
"population, total",SP.POP.TOTL,JAM,Jamaica,YR2001,2674706.0,2001
"population, total",SP.POP.TOTL,ITA,Italy,YR2001,56974100.0,2001
"population, total",SP.POP.TOTL,ISR,Israel,YR2001,6439000.0,2001
"population, total",SP.POP.TOTL,IMN,Isle of Man,YR2001,77707.0,2001
"population, total",SP.POP.TOTL,IRL,Ireland,YR2001,3866243.0,2001
"population, total",SP.POP.TOTL,IRQ,Iraq,YR2001,24208178.0,2001
"population, total",SP.POP.TOTL,IRN,"Iran, Islamic Rep.",YR2001,66449111.0,2001
"population, total",SP.POP.TOTL,IDN,Indonesia,YR2001,214427419.0,2001
"population, total",SP.POP.TOTL,IND,India,YR2001,1075000094.0,2001
"population, total",SP.POP.TOTL,ISL,Iceland,YR2001,284968.0,2001
"population, total",SP.POP.TOTL,HUN,Hungary,YR2001,10187576.0,2001
"population, total",SP.POP.TOTL,HKG,"Hong Kong SAR, China",YR2001,6714300.0,2001
"population, total",SP.POP.TOTL,HND,Honduras,YR2001,6751912.0,2001
"population, total",SP.POP.TOTL,HTI,Haiti,YR2001,8608810.0,2001
"population, total",SP.POP.TOTL,GUY,Guyana,YR2001,745206.0,2001
"population, total",SP.POP.TOTL,GNB,Guinea-Bissau,YR2001,1227105.0,2001
"population, total",SP.POP.TOTL,GIN,Guinea,YR2001,8417082.0,2001
"population, total",SP.POP.TOTL,GTM,Guatemala,YR2001,11871565.0,2001
"population, total",SP.POP.TOTL,GUM,Guam,YR2001,156395.0,2001
"population, total",SP.POP.TOTL,GRD,Grenada,YR2001,103242.0,2001
"population, total",SP.POP.TOTL,GRL,Greenland,YR2001,56350.0,2001
"population, total",SP.POP.TOTL,GRC,Greece,YR2001,10862132.0,2001
"population, total",SP.POP.TOTL,GIB,Gibraltar,YR2001,31604.0,2001
"population, total",SP.POP.TOTL,GHA,Ghana,YR2001,19756929.0,2001
"population, total",SP.POP.TOTL,DEU,Germany,YR2001,82349925.0,2001
"population, total",SP.POP.TOTL,GEO,Georgia,YR2001,4014373.0,2001
"population, total",SP.POP.TOTL,GMB,"Gambia, The",YR2001,1360070.0,2001
"population, total",SP.POP.TOTL,GAB,Gabon,YR2001,1258008.0,2001
"population, total",SP.POP.TOTL,PYF,French Polynesia,YR2001,244929.0,2001
"population, total",SP.POP.TOTL,FRA,France,YR2001,61357432.0,2001
"population, total",SP.POP.TOTL,FIN,Finland,YR2001,5188008.0,2001
"population, total",SP.POP.TOTL,FJI,Fiji,YR2001,813923.0,2001
"population, total",SP.POP.TOTL,FRO,Faroe Islands,YR2001,46999.0,2001
"population, total",SP.POP.TOTL,ETH,Ethiopia,YR2001,68159422.0,2001
"population, total",SP.POP.TOTL,SWZ,Eswatini,YR2001,1013608.0,2001
"population, total",SP.POP.TOTL,EST,Estonia,YR2001,1388115.0,2001
"population, total",SP.POP.TOTL,ERI,Eritrea,YR2001,2374721.0,2001
"population, total",SP.POP.TOTL,GNQ,Equatorial Guinea,YR2001,631662.0,2001
"population, total",SP.POP.TOTL,SLV,El Salvador,YR2001,5927001.0,2001
"population, total",SP.POP.TOTL,EGY,"Egypt, Arab Rep.",YR2001,70152662.0,2001
"population, total",SP.POP.TOTL,ECU,Ecuador,YR2001,12914660.0,2001
"population, total",SP.POP.TOTL,DOM,Dominican Republic,YR2001,8598599.0,2001
"population, total",SP.POP.TOTL,DMA,Dominica,YR2001,69671.0,2001
"population, total",SP.POP.TOTL,DJI,Djibouti,YR2001,733019.0,2001
"population, total",SP.POP.TOTL,DNK,Denmark,YR2001,5358783.0,2001
"population, total",SP.POP.TOTL,CZE,Czechia,YR2001,10216605.0,2001
"population, total",SP.POP.TOTL,CYP,Cyprus,YR2001,960274.0,2001
"population, total",SP.POP.TOTL,CUW,Curacao,YR2001,129047.0,2001
"population, total",SP.POP.TOTL,CUB,Cuba,YR2001,11164676.0,2001
"population, total",SP.POP.TOTL,HRV,Croatia,YR2001,4299642.0,2001
"population, total",SP.POP.TOTL,CIV,Cote d'Ivoire,YR2001,16853027.0,2001
"population, total",SP.POP.TOTL,CRI,Costa Rica,YR2001,4034074.0,2001
"population, total",SP.POP.TOTL,COG,"Congo, Rep.",YR2001,3217930.0,2001
"population, total",SP.POP.TOTL,COD,"Congo, Dem. Rep.",YR2001,48428534.0,2001
"population, total",SP.POP.TOTL,COM,Comoros,YR2001,555895.0,2001
"population, total",SP.POP.TOTL,COL,Colombia,YR2001,40255956.0,2001
"population, total",SP.POP.TOTL,CHN,China,YR2001,1271850000.0,2001
"population, total",SP.POP.TOTL,CHL,Chile,YR2001,15516112.0,2001
"population, total",SP.POP.TOTL,CHI,Channel Islands,YR2001,149097.0,2001
"population, total",SP.POP.TOTL,TCD,Chad,YR2001,8678049.0,2001
"population, total",SP.POP.TOTL,CAF,Central African Republic,YR2001,3722016.0,2001
"population, total",SP.POP.TOTL,CYM,Cayman Islands,YR2001,43934.0,2001
"population, total",SP.POP.TOTL,CAN,Canada,YR2001,31020902.0,2001
"population, total",SP.POP.TOTL,CMR,Cameroon,YR2001,15928910.0,2001
"population, total",SP.POP.TOTL,KHM,Cambodia,YR2001,12405411.0,2001
"population, total",SP.POP.TOTL,CPV,Cabo Verde,YR2001,435701.0,2001
"population, total",SP.POP.TOTL,BDI,Burundi,YR2001,6525546.0,2001
"population, total",SP.POP.TOTL,BFA,Burkina Faso,YR2001,11944589.0,2001
"population, total",SP.POP.TOTL,BGR,Bulgaria,YR2001,8009142.0,2001
"population, total",SP.POP.TOTL,BRN,Brunei Darussalam,YR2001,340037.0,2001
"population, total",SP.POP.TOTL,VGB,British Virgin Islands,YR2001,20675.0,2001
"population, total",SP.POP.TOTL,BRA,Brazil,YR2001,177196051.0,2001
"population, total",SP.POP.TOTL,BWA,Botswana,YR2001,1674674.0,2001
"population, total",SP.POP.TOTL,BIH,Bosnia and Herzegovina,YR2001,3755514.0,2001
"population, total",SP.POP.TOTL,BOL,Bolivia,YR2001,8580244.0,2001
"population, total",SP.POP.TOTL,BTN,Bhutan,YR2001,603643.0,2001
"population, total",SP.POP.TOTL,BMU,Bermuda,YR2001,62504.0,2001
"population, total",SP.POP.TOTL,BEN,Benin,YR2001,7076728.0,2001
"population, total",SP.POP.TOTL,BLZ,Belize,YR2001,255068.0,2001
"population, total",SP.POP.TOTL,BEL,Belgium,YR2001,10286570.0,2001
"population, total",SP.POP.TOTL,BLR,Belarus,YR2001,9928549.0,2001
"population, total",SP.POP.TOTL,BRB,Barbados,YR2001,272494.0,2001
"population, total",SP.POP.TOTL,BGD,Bangladesh,YR2001,130088709.0,2001
"population, total",SP.POP.TOTL,BHR,Bahrain,YR2001,697550.0,2001
"population, total",SP.POP.TOTL,BHS,"Bahamas, The",YR2001,302618.0,2001
"population, total",SP.POP.TOTL,AZE,Azerbaijan,YR2001,8111200.0,2001
"population, total",SP.POP.TOTL,AUT,Austria,YR2001,8042293.0,2001
"population, total",SP.POP.TOTL,AUS,Australia,YR2001,19413000.0,2001
"population, total",SP.POP.TOTL,ABW,Aruba,YR2001,92892.0,2001
"population, total",SP.POP.TOTL,ARM,Armenia,YR2001,3050686.0,2001
"population, total",SP.POP.TOTL,ARG,Argentina,YR2001,37275644.0,2001
"population, total",SP.POP.TOTL,ATG,Antigua and Barbuda,YR2001,77212.0,2001
"population, total",SP.POP.TOTL,AGO,Angola,YR2001,16945753.0,2001
"population, total",SP.POP.TOTL,AND,Andorra,YR2001,67344.0,2001
"population, total",SP.POP.TOTL,ASM,American Samoa,YR2001,58496.0,2001
"population, total",SP.POP.TOTL,DZA,Algeria,YR2001,31451513.0,2001
"population, total",SP.POP.TOTL,ALB,Albania,YR2001,3060173.0,2001
"population, total",SP.POP.TOTL,AFG,Afghanistan,YR2001,21606992.0,2001
"population, total",SP.POP.TOTL,WLD,World,YR2001,6193663732.0,2001
"population, total",SP.POP.TOTL,UMC,Upper middle income,YR2001,2172172665.0,2001
"population, total",SP.POP.TOTL,TSS,Sub-Saharan Africa (IDA & IBRD countries),YR2001,682956023.0,2001
"population, total",SP.POP.TOTL,SSA,Sub-Saharan Africa (excluding high income),YR2001,682874821.0,2001
"population, total",SP.POP.TOTL,SSF,Sub-Saharan Africa,YR2001,682956023.0,2001
"population, total",SP.POP.TOTL,TSA,South Asia (IDA & IBRD),YR2001,1416822995.0,2001
"population, total",SP.POP.TOTL,SAS,South Asia,YR2001,1416822995.0,2001
"population, total",SP.POP.TOTL,SST,Small states,YR2001,29820320.0,2001
"population, total",SP.POP.TOTL,PRE,Pre-demographic dividend,YR2001,566366083.0,2001
"population, total",SP.POP.TOTL,PST,Post-demographic dividend,YR2001,1025401797.0,2001
"population, total",SP.POP.TOTL,PSS,Pacific island small states,YR2001,1984469.0,2001
"population, total",SP.POP.TOTL,OSS,Other small states,YR2001,21276754.0,2001
"population, total",SP.POP.TOTL,OED,OECD members,YR2001,1209787876.0,2001
"population, total",SP.POP.TOTL,INX,Not classified,YR2001,,2001
"population, total",SP.POP.TOTL,NAC,North America,YR2001,316052361.0,2001
"population, total",SP.POP.TOTL,MIC,Middle income,YR2001,4653117238.0,2001
"population, total",SP.POP.TOTL,TMN,Middle East & North Africa (IDA & IBRD countries),YR2001,281251221.0,2001
"population, total",SP.POP.TOTL,MNA,Middle East & North Africa (excluding high income),YR2001,284249005.0,2001
"population, total",SP.POP.TOTL,MEA,Middle East & North Africa,YR2001,321297196.0,2001
"population, total",SP.POP.TOTL,LMC,Lower middle income,YR2001,2480944573.0,2001
"population, total",SP.POP.TOTL,LIC,Low income,YR2001,408888293.0,2001
"population, total",SP.POP.TOTL,LMY,Low & middle income,YR2001,5062005531.0,2001
"population, total",SP.POP.TOTL,LDC,Least developed countries: UN classification,YR2001,673713879.0,2001
"population, total",SP.POP.TOTL,TLA,Latin America & the Caribbean (IDA & IBRD countries),YR2001,512247446.0,2001
"population, total",SP.POP.TOTL,LAC,Latin America & Caribbean (excluding high income),YR2001,475440986.0,2001
"population, total",SP.POP.TOTL,LCN,Latin America & Caribbean,YR2001,528283130.0,2001
"population, total",SP.POP.TOTL,LTE,Late-demographic dividend,YR2001,2059865510.0,2001
"population, total",SP.POP.TOTL,IDA,IDA total,YR2001,1104579321.0,2001
"population, total",SP.POP.TOTL,IDX,IDA only,YR2001,735758647.0,2001
"population, total",SP.POP.TOTL,IDB,IDA blend,YR2001,368820674.0,2001
"population, total",SP.POP.TOTL,IBT,IDA & IBRD total,YR2001,5137393838.0,2001
"population, total",SP.POP.TOTL,IBD,IBRD only,YR2001,4032814517.0,2001
"population, total",SP.POP.TOTL,HIC,High income,YR2001,1107011730.0,2001
"population, total",SP.POP.TOTL,HPC,Heavily indebted poor countries (HIPC),YR2001,485112670.0,2001
"population, total",SP.POP.TOTL,FCS,Fragile and conflict affected situations,YR2001,624175036.0,2001
"population, total",SP.POP.TOTL,EUU,European Union,YR2001,429895628.0,2001
"population, total",SP.POP.TOTL,TEC,Europe & Central Asia (IDA & IBRD countries),YR2001,433855042.0,2001
"population, total",SP.POP.TOTL,ECA,Europe & Central Asia (excluding high income),YR2001,369175354.0,2001
"population, total",SP.POP.TOTL,ECS,Europe & Central Asia,YR2001,862339994.0,2001
"population, total",SP.POP.TOTL,EMU,Euro area,YR2001,322547874.0,2001
"population, total",SP.POP.TOTL,TEA,East Asia & Pacific (IDA & IBRD countries),YR2001,1810261111.0,2001
"population, total",SP.POP.TOTL,EAP,East Asia & Pacific (excluding high income),YR2001,1833442370.0,2001
"population, total",SP.POP.TOTL,EAS,East Asia & Pacific,YR2001,2065912033.0,2001
"population, total",SP.POP.TOTL,EAR,Early-demographic dividend,YR2001,2516662185.0,2001
"population, total",SP.POP.TOTL,CEB,Central Europe and the Baltics,YR2001,107660041.0,2001
"population, total",SP.POP.TOTL,CSS,Caribbean small states,YR2001,6559097.0,2001
"population, total",SP.POP.TOTL,ARB,Arab World,YR2001,288432153.0,2001
"population, total",SP.POP.TOTL,AFW,Africa Western and Central,YR2001,274433894.0,2001
"population, total",SP.POP.TOTL,AFE,Africa Eastern and Southern,YR2001,408522129.0,2001
"population, total",SP.POP.TOTL,ZWE,Zimbabwe,YR2002,11954293.0,2002
"population, total",SP.POP.TOTL,ZMB,Zambia,YR2002,10971704.0,2002
"population, total",SP.POP.TOTL,YEM,"Yemen, Rep.",YR2002,18443684.0,2002
"population, total",SP.POP.TOTL,PSE,West Bank and Gaza,YR2002,3075373.0,2002
"population, total",SP.POP.TOTL,VIR,Virgin Islands (U.S.),YR2002,108509.0,2002
"population, total",SP.POP.TOTL,VNM,Vietnam,YR2002,81534406.0,2002
"population, total",SP.POP.TOTL,VEN,"Venezuela, RB",YR2002,25100407.0,2002
"population, total",SP.POP.TOTL,VUT,Vanuatu,YR2002,193927.0,2002
"population, total",SP.POP.TOTL,UZB,Uzbekistan,YR2002,25271850.0,2002
"population, total",SP.POP.TOTL,URY,Uruguay,YR2002,3326046.0,2002
"population, total",SP.POP.TOTL,USA,United States,YR2002,287625193.0,2002
"population, total",SP.POP.TOTL,GBR,United Kingdom,YR2002,59370479.0,2002
"population, total",SP.POP.TOTL,ARE,United Arab Emirates,YR2002,3478769.0,2002
"population, total",SP.POP.TOTL,UKR,Ukraine,YR2002,48202470.0,2002
"population, total",SP.POP.TOTL,UGA,Uganda,YR2002,25167261.0,2002
"population, total",SP.POP.TOTL,TUV,Tuvalu,YR2002,9593.0,2002
"population, total",SP.POP.TOTL,TCA,Turks and Caicos Islands,YR2002,23230.0,2002
"population, total",SP.POP.TOTL,TKM,Turkmenistan,YR2002,4610018.0,2002
"population, total",SP.POP.TOTL,TUR,Turkiye,YR2002,65145357.0,2002
"population, total",SP.POP.TOTL,TUN,Tunisia,YR2002,9871261.0,2002
"population, total",SP.POP.TOTL,TTO,Trinidad and Tobago,YR2002,1277210.0,2002
"population, total",SP.POP.TOTL,TON,Tonga,YR2002,99023.0,2002
"population, total",SP.POP.TOTL,TGO,Togo,YR2002,5197040.0,2002
"population, total",SP.POP.TOTL,TLS,Timor-Leste,YR2002,922699.0,2002
"population, total",SP.POP.TOTL,THA,Thailand,YR2002,64069093.0,2002
"population, total",SP.POP.TOTL,TZA,Tanzania,YR2002,35334790.0,2002
"population, total",SP.POP.TOTL,TJK,Tajikistan,YR2002,6426861.0,2002
"population, total",SP.POP.TOTL,SYR,Syrian Arab Republic,YR2002,17084628.0,2002
"population, total",SP.POP.TOTL,CHE,Switzerland,YR2002,7284753.0,2002
"population, total",SP.POP.TOTL,SWE,Sweden,YR2002,8924958.0,2002
"population, total",SP.POP.TOTL,SUR,Suriname,YR2002,482228.0,2002
"population, total",SP.POP.TOTL,SDN,Sudan,YR2002,28704786.0,2002
"population, total",SP.POP.TOTL,VCT,St. Vincent and the Grenadines,YR2002,108095.0,2002
"population, total",SP.POP.TOTL,MAF,St. Martin (French part),YR2002,30913.0,2002
"population, total",SP.POP.TOTL,LCA,St. Lucia,YR2002,159392.0,2002
"population, total",SP.POP.TOTL,KNA,St. Kitts and Nevis,YR2002,45168.0,2002
"population, total",SP.POP.TOTL,LKA,Sri Lanka,YR2002,19062476.0,2002
"population, total",SP.POP.TOTL,ESP,Spain,YR2002,41431558.0,2002
"population, total",SP.POP.TOTL,SSD,South Sudan,YR2002,6688225.0,2002
"population, total",SP.POP.TOTL,ZAF,South Africa,YR2002,46150913.0,2002
"population, total",SP.POP.TOTL,SOM,Somalia,YR2002,9501335.0,2002
"population, total",SP.POP.TOTL,SLB,Solomon Islands,YR2002,435434.0,2002
"population, total",SP.POP.TOTL,SVN,Slovenia,YR2002,1994530.0,2002
"population, total",SP.POP.TOTL,SVK,Slovak Republic,YR2002,5376912.0,2002
"population, total",SP.POP.TOTL,SXM,Sint Maarten (Dutch part),YR2002,30777.0,2002
"population, total",SP.POP.TOTL,SGP,Singapore,YR2002,4175950.0,2002
"population, total",SP.POP.TOTL,SLE,Sierra Leone,YR2002,4965770.0,2002
"population, total",SP.POP.TOTL,SYC,Seychelles,YR2002,83723.0,2002
"population, total",SP.POP.TOTL,SRB,Serbia,YR2002,7496522.0,2002
"population, total",SP.POP.TOTL,SEN,Senegal,YR2002,10283694.0,2002
"population, total",SP.POP.TOTL,SAU,Saudi Arabia,YR2002,21805322.0,2002
"population, total",SP.POP.TOTL,STP,Sao Tome and Principe,YR2002,147450.0,2002
"population, total",SP.POP.TOTL,SMR,San Marino,YR2002,28175.0,2002
"population, total",SP.POP.TOTL,WSM,Samoa,YR2002,176410.0,2002
"population, total",SP.POP.TOTL,RWA,Rwanda,YR2002,8427061.0,2002
"population, total",SP.POP.TOTL,RUS,Russian Federation,YR2002,145306497.0,2002
"population, total",SP.POP.TOTL,ROU,Romania,YR2002,21730496.0,2002
"population, total",SP.POP.TOTL,QAT,Qatar,YR2002,640872.0,2002
"population, total",SP.POP.TOTL,PRI,Puerto Rico,YR2002,3823701.0,2002
"population, total",SP.POP.TOTL,PRT,Portugal,YR2002,10419631.0,2002
"population, total",SP.POP.TOTL,POL,Poland,YR2002,38230364.0,2002
"population, total",SP.POP.TOTL,PHL,Philippines,YR2002,81365260.0,2002
"population, total",SP.POP.TOTL,PER,Peru,YR2002,27100964.0,2002
"population, total",SP.POP.TOTL,PRY,Paraguay,YR2002,5531958.0,2002
"population, total",SP.POP.TOTL,PNG,Papua New Guinea,YR2002,6098621.0,2002
"population, total",SP.POP.TOTL,PAN,Panama,YR2002,3149195.0,2002
"population, total",SP.POP.TOTL,PLW,Palau,YR2002,19642.0,2002
"population, total",SP.POP.TOTL,PAK,Pakistan,YR2002,149549695.0,2002
"population, total",SP.POP.TOTL,OMN,Oman,YR2002,2334860.0,2002
"population, total",SP.POP.TOTL,NOR,Norway,YR2002,4538159.0,2002
"population, total",SP.POP.TOTL,MNP,Northern Mariana Islands,YR2002,58412.0,2002
"population, total",SP.POP.TOTL,MKD,North Macedonia,YR2002,2020157.0,2002
"population, total",SP.POP.TOTL,NGA,Nigeria,YR2002,128596079.0,2002
"population, total",SP.POP.TOTL,NER,Niger,YR2002,12189988.0,2002
"population, total",SP.POP.TOTL,NIC,Nicaragua,YR2002,5219324.0,2002
"population, total",SP.POP.TOTL,NZL,New Zealand,YR2002,3948500.0,2002
"population, total",SP.POP.TOTL,NCL,New Caledonia,YR2002,221490.0,2002
"population, total",SP.POP.TOTL,NLD,Netherlands,YR2002,16148929.0,2002
"population, total",SP.POP.TOTL,NPL,Nepal,YR2002,24725625.0,2002
"population, total",SP.POP.TOTL,NRU,Nauru,YR2002,10102.0,2002
"population, total",SP.POP.TOTL,NAM,Namibia,YR2002,1851519.0,2002
"population, total",SP.POP.TOTL,MMR,Myanmar,YR2002,47702163.0,2002
"population, total",SP.POP.TOTL,MOZ,Mozambique,YR2002,18764147.0,2002
"population, total",SP.POP.TOTL,MAR,Morocco,YR2002,29454765.0,2002
"population, total",SP.POP.TOTL,MNE,Montenegro,YR2002,609828.0,2002
"population, total",SP.POP.TOTL,MNG,Mongolia,YR2002,2443261.0,2002
"population, total",SP.POP.TOTL,MCO,Monaco,YR2002,32804.0,2002
"population, total",SP.POP.TOTL,MDA,Moldova,YR2002,2910504.0,2002
"population, total",SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",YR2002,107027.0,2002
"population, total",SP.POP.TOTL,MEX,Mexico,YR2002,101684764.0,2002
"population, total",SP.POP.TOTL,MUS,Mauritius,YR2002,1204621.0,2002
"population, total",SP.POP.TOTL,MRT,Mauritania,YR2002,2778097.0,2002
"population, total",SP.POP.TOTL,MHL,Marshall Islands,YR2002,52368.0,2002
"population, total",SP.POP.TOTL,MLT,Malta,YR2002,395969.0,2002
"population, total",SP.POP.TOTL,MLI,Mali,YR2002,11616890.0,2002
"population, total",SP.POP.TOTL,MDV,Maldives,YR2002,294185.0,2002
"population, total",SP.POP.TOTL,MYS,Malaysia,YR2002,24208391.0,2002
